model,mean_val_mse,mean_turnover_econ,mean_sparsity,mean_n_alive
M3,1.888615937939252e-05,1.1251411097449735,0.9702703866356669,13810.0
M3a,1.8068497992752518e-05,0.9924257265383382,0.9943052326415799,2645.3333333333335
M4,1.8013644253841846e-05,1.0016942927939707,0.9884963690117398,5343.666666666667
