model,model_id,fold,LAMBDA_LASSO,lasso_lambda,LAMBDA_NETWORK,MSE,Turnover_econ,Turnover_seq,Sparsity,n_alive,Density,FitTime_s,LAMBDA_EXOG,self_free,NETWORK_THRESHOLD,USE_LAST_DAY,LAMBDA_TURNOVER
M4,4,2,0.0001,0.0001,0.01,1.864350983909809e-05,1.023799151043835,0.3562614467129289,0.9855205373288556,6726,0.030716634479878907,3.588322162628174,0.0005,True,0.85,False,
M4,4,3,0.0001,0.0001,0.01,1.5910306431653745e-05,0.9540373033661805,0.31886704064924,0.9862589339533282,6383,0.028876768098543764,4.170765399932861,0.0005,True,0.85,False,
M4,4,1,0.0001,0.0001,0.01,2.0034277073838687e-05,1.0692679610487061,0.38192587154445384,0.9755511065185568,11357,0.05766219531290777,3.396885633468628,0.0005,True,0.85,True,
M4,4,2,0.0001,0.0001,0.01,1.8956514610004972e-05,1.0621615203607735,0.3892486859085593,0.9546047532937225,21087,0.13168745759173234,5.964224576950073,0.0005,True,0.85,True,
M4,4,3,0.0001,0.0001,0.01,1.6013839942111703e-05,0.9681492359309314,0.3324188966837573,0.9715555842590201,13213,0.07509525549350175,5.161540508270264,0.0005,True,0.85,True,
M4,4,1,0.0001,0.0001,0.0001,2.018899034346236e-05,1.1136886767835392,0.369978325740933,0.939221131490571,28233,0.01349235346312438,11.610197305679321,0.0005,True,0.9,False,
M4,4,2,0.0001,0.0001,0.0001,1.8773816365568538e-05,1.0704804980358553,0.35069638878953996,0.9432338758288126,26369,0.014223080536562452,13.837820768356323,0.0005,True,0.9,False,
M4,4,3,0.0001,0.0001,0.0001,1.609814808072131e-05,0.994021137566932,0.3155910900903941,0.9479419615947645,24182,0.01370113262696383,15.09296441078186,0.0005,True,0.9,False,
M4,4,1,0.0001,0.0001,0.0001,2.0238113697456694e-05,1.1163741099358642,0.38089494221049214,0.935910186859554,29771,0.034278928962889504,12.179417371749878,0.0005,True,0.9,True,
M4,4,2,0.0001,0.0001,0.0001,1.8921432110311166e-05,1.0801059383545177,0.372734954096604,0.9328920175665203,31173,0.07683073229291716,15.69346833229065,0.0005,True,0.9,True,
M4,4,3,0.0001,0.0001,0.0001,1.611052557422505e-05,0.9971593340494338,0.3228035796105091,0.9429324894514768,26509,0.045683490787619394,16.38203477859497,0.0005,True,0.9,True,
M4,4,1,0.0001,0.0001,0.0005,1.9771322384158585e-05,1.0391337051538476,0.35513932627052425,0.991597778351847,3903,0.01349235346312438,5.04880166053772,0.0005,True,0.9,False,
M4,4,2,0.0001,0.0001,0.0005,1.8590231992350392e-05,1.0146911435366366,0.3477502590127927,0.9914384741238268,3977,0.014223080536562452,6.280001163482666,0.0005,True,0.9,False,
M4,4,3,0.0001,0.0001,0.0005,1.5917679679860862e-05,0.9462631388337873,0.31744869298613615,0.9916795832256954,3865,0.01370113262696383,7.551743984222412,0.0005,True,0.9,False,
M4,4,1,0.0001,0.0001,0.0005,1.986581951607075e-05,1.0528305788670043,0.3685745441615922,0.9835464565573064,7643,0.034278928962889504,5.967999458312988,0.0005,True,0.9,True,
M4,4,2,0.0001,0.0001,0.0005,1.8765912408098775e-05,1.042486784565974,0.3728825244000307,0.9702703866356669,13810,0.07683073229291716,9.382809162139893,0.0005,True,0.9,True,
M4,4,3,0.0001,0.0001,0.0005,1.592051568216927e-05,0.9568297481808393,0.32602111340535084,0.9804098854731766,9100,0.045683490787619394,9.14588189125061,0.0005,True,0.9,True,
M4,4,1,0.0001,0.0001,0.001,1.9782500985834873e-05,1.0387504396306453,0.3560635091343122,0.9918087488159821,3805,0.01349235346312438,4.936350107192993,0.0005,True,0.9,False,
M4,4,2,0.0001,0.0001,0.001,1.859088588454897e-05,1.0143875106984823,0.3481403733361078,0.9915913200723327,3906,0.014223080536562452,6.243193864822388,0.0005,True,0.9,False,
M4,4,3,0.0001,0.0001,0.001,1.591715364617143e-05,0.9461654037402323,0.317508032998844,0.9917786101782485,3819,0.01370113262696383,7.342668533325195,0.0005,True,0.9,False,
M4,4,1,0.0001,0.0001,0.001,1.986981149093135e-05,1.0527669775392645,0.36884379946065654,0.983595970033583,7620,0.034278928962889504,5.9328532218933105,0.0005,True,0.9,True,
M4,4,2,0.0001,0.0001,0.001,1.8765950353988797e-05,1.0424662515999699,0.3728963745393564,0.9702789976750194,13806,0.07683073229291716,9.208476543426514,0.0005,True,0.9,True,
M4,4,3,0.0001,0.0001,0.001,1.5920515102226447e-05,0.9568204873685663,0.32602314590467246,0.9804292603117196,9091,0.045683490787619394,9.10124945640564,0.0005,True,0.9,True,
M4,4,1,0.0001,0.0001,0.005,1.978250098584227e-05,1.0387504396345681,0.35606350913056983,0.9918087488159821,3805,0.01349235346312438,2.6319432258605957,0.0005,True,0.9,False,
M4,4,2,0.0001,0.0001,0.005,1.8590885884556687e-05,1.014387510700849,0.3481403733344842,0.9915913200723327,3906,0.014223080536562452,3.389655113220215,0.0005,True,0.9,False,
M4,4,3,0.0001,0.0001,0.005,1.5917153646156528e-05,0.946165403741629,0.317508032995941,0.9917786101782485,3819,0.01370113262696383,3.887284755706787,0.0005,True,0.9,False,
M4,4,1,0.0001,0.0001,0.005,1.986981149092288e-05,1.0527669775378035,0.36884379946032003,0.983595970033583,7620,0.034278928962889504,2.9415132999420166,0.0005,True,0.9,True,
M4,4,2,0.0001,0.0001,0.005,1.876595035398812e-05,1.0424662515977416,0.3728963745393972,0.9702789976750194,13806,0.07683073229291716,4.739289045333862,0.0005,True,0.9,True,
M4,4,3,0.0001,0.0001,0.005,1.5920515102217302e-05,0.9568204873675848,0.3260231459048305,0.9804292603117196,9091,0.045683490787619394,4.645745754241943,0.0005,True,0.9,True,
M4,4,1,0.0001,0.0001,0.01,1.978250098584227e-05,1.0387504396345681,0.35606350913056983,0.9918087488159821,3805,0.01349235346312438,2.579174280166626,0.0005,True,0.9,False,
M4,4,2,0.0001,0.0001,0.01,1.8590885884556687e-05,1.014387510700849,0.3481403733344842,0.9915913200723327,3906,0.014223080536562452,3.2237184047698975,0.0005,True,0.9,False,
M4,4,3,0.0001,0.0001,0.01,1.5917153646156528e-05,0.946165403741629,0.317508032995941,0.9917786101782485,3819,0.01370113262696383,3.7892959117889404,0.0005,True,0.9,False,
M4,4,1,0.0001,0.0001,0.01,1.986981149092288e-05,1.0527669775378035,0.36884379946032003,0.983595970033583,7620,0.034278928962889504,2.9629969596862793,0.0005,True,0.9,True,
M4,4,2,0.0001,0.0001,0.01,1.876595035398812e-05,1.0424662515977416,0.3728963745393972,0.9702789976750194,13806,0.07683073229291716,4.403371572494507,0.0005,True,0.9,True,
M4,4,3,0.0001,0.0001,0.01,1.5920515102217302e-05,0.9568204873675848,0.3260231459048305,0.9804292603117196,9091,0.045683490787619394,4.591645240783691,0.0005,True,0.9,True,
M4,4,1,0.0003,0.0003,0.0001,1.971194163204749e-05,1.0468439824931226,0.33984398705916363,0.9860371996900026,6486,0.26569758338117855,5.646303176879883,0.0005,True,0.7,False,
M4,4,2,0.0003,0.0003,0.0001,1.8459073736771128e-05,1.0158228386550978,0.33722471829166184,0.9868444846292947,6111,0.2753275223132731,6.912099838256836,0.0005,True,0.7,False,
M4,4,3,0.0003,0.0003,0.0001,1.592040818850119e-05,0.9475542584716997,0.31082066776629097,0.9880026694221993,5573,0.25228352210449395,7.868001461029053,0.0005,True,0.7,False,
M4,4,1,0.0003,0.0003,0.0001,1.9733556786463047e-05,1.0469879381079,0.34037214885600575,0.9867562214759321,6152,0.21953129077718045,5.5511839389801025,0.0005,True,0.7,True,
M4,4,2,0.0003,0.0003,0.0001,1.8482913535715475e-05,1.0185215422719691,0.3359691662071848,0.9855119262895031,6730,0.3802521008403361,7.0825560092926025,0.0005,True,0.7,True,
M4,4,3,0.0003,0.0003,0.0001,1.592463567614503e-05,0.9475090886838806,0.31095077022572176,0.9880134332213898,5568,0.24942585729944153,8.229502201080322,0.0005,True,0.7,True,
M4,4,1,0.0003,0.0003,0.0005,1.9707782653075296e-05,1.0433527297029304,0.34235002306776163,0.9880414190992853,5555,0.26569758338117855,5.238571643829346,0.0005,True,0.7,False,
M4,4,2,0.0003,0.0003,0.0005,1.8456987105797038e-05,1.0136111358694202,0.3390485986627266,0.9883019030396969,5434,0.2753275223132731,6.484574556350708,0.0005,True,0.7,False,
M4,4,3,0.0003,0.0003,0.0005,1.592277490002242e-05,0.9455614848511011,0.3128256763205564,0.9893459915611814,4949,0.25228352210449395,7.551460027694702,0.0005,True,0.7,False,
M4,4,1,0.0003,0.0003,0.0005,1.9739103301183676e-05,1.0435988610306428,0.34302860611837915,0.9888422457590631,5183,0.21953129077718045,5.140960454940796,0.0005,True,0.7,True,
M4,4,2,0.0003,0.0003,0.0005,1.848479538527524e-05,1.0174924877436922,0.3371396143082289,0.9864742099371394,6283,0.3802521008403361,6.969649791717529,0.0005,True,0.7,True,
M4,4,3,0.0003,0.0003,0.0005,1.592551020969082e-05,0.9455702977190709,0.31288012815016886,0.9893653663997245,4940,0.24942585729944153,7.5957067012786865,0.0005,True,0.7,True,
M4,4,1,0.0003,0.0003,0.001,1.9707782653054225e-05,1.043352729701008,0.34235002306942314,0.9880414190992853,5555,0.26569758338117855,5.113860607147217,0.0005,True,0.7,False,
M4,4,2,0.0003,0.0003,0.001,1.8456987105733467e-05,1.0136111358629942,0.3390485986657225,0.9883019030396969,5434,0.2753275223132731,6.480089902877808,0.0005,True,0.7,False,
M4,4,3,0.0003,0.0003,0.001,1.592277490001939e-05,0.9455614848501217,0.3128256763215243,0.9893459915611814,4949,0.25228352210449395,7.51660418510437,0.0005,True,0.7,False,
M4,4,1,0.0003,0.0003,0.001,1.9739103301183388e-05,1.0435988610366664,0.3430286061117942,0.9888422457590631,5183,0.21953129077718045,5.0709922313690186,0.0005,True,0.7,True,
M4,4,2,0.0003,0.0003,0.001,1.8484795385283655e-05,1.0174924877428575,0.3371396143112401,0.9864742099371394,6283,0.3802521008403361,6.94141697883606,0.0005,True,0.7,True,
M4,4,3,0.0003,0.0003,0.001,1.5925510209688613e-05,0.9455702977182587,0.3128801281503248,0.9893653663997245,4940,0.24942585729944153,7.465683937072754,0.0005,True,0.7,True,
M4,4,1,0.0003,0.0003,0.005,1.9707782653057078e-05,1.0433527297020757,0.3423500230688902,0.9880414190992853,5555,0.26569758338117855,3.15677809715271,0.0005,True,0.7,False,
M4,4,2,0.0003,0.0003,0.005,1.845698710573384e-05,1.0136111358633029,0.33904859866553105,0.9883019030396969,5434,0.2753275223132731,4.006845474243164,0.0005,True,0.7,False,
M4,4,3,0.0003,0.0003,0.005,1.5922774900018112e-05,0.9455614848505131,0.3128256763211395,0.9893459915611814,4949,0.25228352210449395,4.638856410980225,0.0005,True,0.7,False,
M4,4,1,0.0003,0.0003,0.005,1.9739103301184933e-05,1.043598861037402,0.34302860611123537,0.9888422457590631,5183,0.21953129077718045,2.9596292972564697,0.0005,True,0.7,True,
M4,4,2,0.0003,0.0003,0.005,1.848479538528476e-05,1.0174924877426847,0.33713961431152617,0.9864742099371394,6283,0.3802521008403361,4.54483699798584,0.0005,True,0.7,True,
M4,4,3,0.0003,0.0003,0.005,1.5925510209687593e-05,0.9455702977179581,0.31288012815046207,0.9893653663997245,4940,0.24942585729944153,4.358256101608276,0.0005,True,0.7,True,
M4,4,1,0.0003,0.0003,0.01,1.9707782653057078e-05,1.0433527297020757,0.3423500230688902,0.9880414190992853,5555,0.26569758338117855,2.9283318519592285,0.0005,True,0.7,False,
M4,4,2,0.0003,0.0003,0.01,1.845698710573384e-05,1.0136111358633029,0.33904859866553105,0.9883019030396969,5434,0.2753275223132731,3.8154749870300293,0.0005,True,0.7,False,
M4,4,3,0.0003,0.0003,0.01,1.5922774900018112e-05,0.9455614848505131,0.3128256763211395,0.9893459915611814,4949,0.25228352210449395,4.501953125,0.0005,True,0.7,False,
M4,4,1,0.0003,0.0003,0.01,1.9739103301184933e-05,1.043598861037402,0.34302860611123537,0.9888422457590631,5183,0.21953129077718045,2.9261748790740967,0.0005,True,0.7,True,
M4,4,2,0.0003,0.0003,0.01,1.848479538528476e-05,1.0174924877426847,0.33713961431152617,0.9864742099371394,6283,0.3802521008403361,4.495981693267822,0.0005,True,0.7,True,
M4,4,3,0.0003,0.0003,0.01,1.5925510209687593e-05,0.9455702977179581,0.31288012815046207,0.9893653663997245,4940,0.24942585729944153,4.400084018707275,0.0005,True,0.7,True,
M4,4,1,0.0003,0.0003,0.0001,1.9724749902900674e-05,1.041879976368248,0.3410173326297105,0.9890962714199604,5065,0.07127198705569185,5.5587944984436035,0.0005,True,0.8,False,
M4,4,2,0.0003,0.0003,0.0001,1.8458190530448384e-05,1.0106290517504963,0.3386204299696303,0.9899423060363386,4672,0.0724594185500287,6.554992437362671,0.0005,True,0.8,False,
M4,4,3,0.0003,0.0003,0.0001,1.5935326182613948e-05,0.944890099774985,0.3123503042993685,0.9905881339877723,4372,0.06607860535518555,7.341850280761719,0.0005,True,0.8,False,
M4,4,1,0.0003,0.0003,0.0001,1.9740336944728433e-05,1.042975912301148,0.34141014831929517,0.9887625936450529,5220,0.0939767211232319,5.360619068145752,0.0005,True,0.8,True,
M4,4,2,0.0003,0.0003,0.0001,1.8464228653942332e-05,1.0140268795761365,0.33768073345174265,0.9879294755877034,5607,0.20289420115872436,6.588758230209351,0.0005,True,0.8,True,
M4,4,3,0.0003,0.0003,0.0001,1.5935119029661963e-05,0.9458451536260313,0.31174505658089924,0.9898605011624904,4710,0.11879534422464638,7.4734601974487305,0.0005,True,0.8,True,
M4,4,1,0.0003,0.0003,0.0005,1.974493446678262e-05,1.0340964646846726,0.3472973110929186,0.9932747782657366,3124,0.07127198705569185,4.48222541809082,0.0005,True,0.8,False,
M4,4,2,0.0003,0.0003,0.0005,1.84834388768268e-05,1.0046317729650815,0.34471997407543237,0.9932597089468699,3131,0.0724594185500287,5.2699103355407715,0.0005,True,0.8,False,
M4,4,3,0.0003,0.0003,0.0005,1.594889116220219e-05,0.9408661180520898,0.31632640131048706,0.9934771376905193,3030,0.06607860535518555,6.381909132003784,0.0005,True,0.8,False,
M4,4,1,0.0003,0.0003,0.0005,1.975497273377563e-05,1.0368169237457439,0.34641922923102453,0.9921811762679755,3632,0.0939767211232319,4.473189353942871,0.0005,True,0.8,True,
M4,4,2,0.0003,0.0003,0.0005,1.8463900681308455e-05,1.0108290328889047,0.34028386023615936,0.9897722380091277,4751,0.20289420115872436,6.346747398376465,0.0005,True,0.8,True,
M4,4,3,0.0003,0.0003,0.0005,1.5945902977776994e-05,0.9427119672145732,0.3149462115914351,0.9922005511065185,3623,0.11879534422464638,6.863997936248779,0.0005,True,0.8,True,
M4,4,1,0.0003,0.0003,0.001,1.9744934466772956e-05,1.0340964646836388,0.34729731109522216,0.9932747782657366,3124,0.07127198705569185,4.384985685348511,0.0005,True,0.8,False,
M4,4,2,0.0003,0.0003,0.001,1.8483438876860176e-05,1.0046317729645258,0.3447199740758056,0.9932597089468699,3131,0.0724594185500287,5.433135271072388,0.0005,True,0.8,False,
M4,4,3,0.0003,0.0003,0.001,1.5948891162181003e-05,0.9408661180545093,0.31632640130934997,0.9934771376905193,3030,0.06607860535518555,6.437709093093872,0.0005,True,0.8,False,
M4,4,1,0.0003,0.0003,0.001,1.975497273378562e-05,1.036816923745413,0.346419229231897,0.9921811762679755,3632,0.0939767211232319,4.7470786571502686,0.0005,True,0.8,True,
M4,4,2,0.0003,0.0003,0.001,1.846390068132072e-05,1.0108290328910483,0.3402838602347234,0.9897722380091277,4751,0.20289420115872436,6.125983953475952,0.0005,True,0.8,True,
M4,4,3,0.0003,0.0003,0.001,1.5945902977771457e-05,0.942711967213006,0.314946211591879,0.9922005511065185,3623,0.11879534422464638,6.825899362564087,0.0005,True,0.8,True,
M4,4,1,0.0003,0.0003,0.005,1.974493446676433e-05,1.0340964646827295,0.3472973110954156,0.9932747782657366,3124,0.07127198705569185,2.5428526401519775,0.0005,True,0.8,False,
M4,4,2,0.0003,0.0003,0.005,1.848343887685275e-05,1.0046317729641336,0.34471997407626853,0.9932597089468699,3131,0.0724594185500287,3.1932759284973145,0.0005,True,0.8,False,
M4,4,3,0.0003,0.0003,0.005,1.5948891162188708e-05,0.9408661180540473,0.31632640130899037,0.9934771376905193,3030,0.06607860535518555,3.7487990856170654,0.0005,True,0.8,False,
M4,4,1,0.0003,0.0003,0.005,1.9754972733788843e-05,1.0368169237429024,0.34641922923443097,0.9921811762679755,3632,0.0939767211232319,2.6547465324401855,0.0005,True,0.8,True,
M4,4,2,0.0003,0.0003,0.005,1.8463900681356696e-05,1.0108290329013925,0.34028386022674284,0.9897722380091277,4751,0.20289420115872436,3.826331853866577,0.0005,True,0.8,True,
M4,4,3,0.0003,0.0003,0.005,1.5945902977769276e-05,0.9427119672137609,0.3149462115911122,0.9922005511065185,3623,0.11879534422464638,3.9073288440704346,0.0005,True,0.8,True,
M4,4,1,0.0003,0.0003,0.01,1.974493446676433e-05,1.0340964646827295,0.3472973110954156,0.9932747782657366,3124,0.07127198705569185,2.4301013946533203,0.0005,True,0.8,False,
M4,4,2,0.0003,0.0003,0.01,1.848343887685275e-05,1.0046317729641336,0.34471997407626853,0.9932597089468699,3131,0.0724594185500287,3.121915340423584,0.0005,True,0.8,False,
M4,4,3,0.0003,0.0003,0.01,1.5948891162188708e-05,0.9408661180540473,0.31632640130899037,0.9934771376905193,3030,0.06607860535518555,3.686206340789795,0.0005,True,0.8,False,
M4,4,1,0.0003,0.0003,0.01,1.9754972733788843e-05,1.0368169237429024,0.34641922923443097,0.9921811762679755,3632,0.0939767211232319,2.6607062816619873,0.0005,True,0.8,True,
M4,4,2,0.0003,0.0003,0.01,1.8463900681356696e-05,1.0108290329013925,0.34028386022674284,0.9897722380091277,4751,0.20289420115872436,3.6840665340423584,0.0005,True,0.8,True,
M4,4,3,0.0003,0.0003,0.01,1.5945902977769276e-05,0.9427119672137609,0.3149462115911122,0.9922005511065185,3623,0.11879534422464638,3.91282057762146,0.0005,True,0.8,True,
M4,4,1,0.0003,0.0003,0.0001,1.9719092765575226e-05,1.0406325984126332,0.34075867080965827,0.9898863342805476,4698,0.030455660525079597,5.510416030883789,0.0005,True,0.85,False,
M4,4,2,0.0003,0.0003,0.0001,1.8455501444194017e-05,1.009374757200704,0.3390031073346569,0.9907259106174116,4308,0.030716634479878907,6.548462867736816,0.0005,True,0.85,False,
M4,4,3,0.0003,0.0003,0.0001,1.5945965606052576e-05,0.9443523774300757,0.31273595641303137,0.9914255575647981,3983,0.028876768098543764,7.448218822479248,0.0005,True,0.85,False,
M4,4,1,0.0003,0.0003,0.0001,1.9730393850933538e-05,1.0413732669119595,0.34142095526527094,0.9894170326358391,4916,0.05766219531290777,5.617975234985352,0.0005,True,0.85,True,
M4,4,2,0.0003,0.0003,0.0001,1.8456271408623587e-05,1.0119400852105855,0.3381178353948765,0.9889391199517782,5138,0.13168745759173234,6.895717620849609,0.0005,True,0.85,True,
M4,4,3,0.0003,0.0003,0.0001,1.5942610965967482e-05,0.9448186885947808,0.3126167307332699,0.990618272625506,4358,0.07509525549350175,7.758253812789917,0.0005,True,0.85,True,
M4,4,1,0.0003,0.0003,0.0005,1.9754487432470926e-05,1.0308310856792695,0.34883092611360667,0.9949517781796263,2345,0.030455660525079597,4.147764205932617,0.0005,True,0.85,False,
M4,4,2,0.0003,0.0003,0.0005,1.8479290317125324e-05,1.0011820474789348,0.34648580518188293,0.994964694738655,2339,0.030716634479878907,4.997270584106445,0.0005,True,0.85,False,
M4,4,3,0.0003,0.0003,0.0005,1.596221037613629e-05,0.9391709576059145,0.31752275878788006,0.9950723327305606,2289,0.028876768098543764,5.978309154510498,0.0005,True,0.85,False,
M4,4,1,0.0003,0.0003,0.0005,1.975290989693622e-05,1.0333938528960822,0.3482179573489545,0.9935546370446913,2994,0.05766219531290777,4.312457799911499,0.0005,True,0.85,True,
M4,4,2,0.0003,0.0003,0.0005,1.846456068146493e-05,1.0075570907039488,0.3418764761435529,0.9914234048049599,3984,0.13168745759173234,5.696677207946777,0.0005,True,0.85,True,
M4,4,3,0.0003,0.0003,0.0005,1.5961585792309166e-05,0.94079177723548,0.31696241264964786,0.9934082493756996,3062,0.07509525549350175,6.307494401931763,0.0005,True,0.85,True,
M4,4,1,0.0003,0.0003,0.001,1.9754487432450394e-05,1.0308310856759693,0.34883092611901517,0.9949517781796263,2345,0.030455660525079597,4.014071226119995,0.0005,True,0.85,False,
M4,4,2,0.0003,0.0003,0.001,1.8479290317080316e-05,1.0011820474783426,0.34648580518139493,0.994964694738655,2339,0.030716634479878907,4.859410524368286,0.0005,True,0.85,False,
M4,4,3,0.0003,0.0003,0.001,1.5962210376147096e-05,0.9391709576025955,0.3175227587933725,0.9950723327305606,2289,0.028876768098543764,5.8810436725616455,0.0005,True,0.85,False,
M4,4,1,0.0003,0.0003,0.001,1.975290989693013e-05,1.0333938528954723,0.3482179573474558,0.9935546370446913,2994,0.05766219531290777,4.226493835449219,0.0005,True,0.85,True,
M4,4,2,0.0003,0.0003,0.001,1.8464560681443224e-05,1.0075570907053373,0.3418764761409087,0.9914234048049599,3984,0.13168745759173234,5.605769157409668,0.0005,True,0.85,True,
M4,4,3,0.0003,0.0003,0.001,1.5961585792304016e-05,0.940791777237497,0.31696241265156105,0.9934082493756996,3062,0.07509525549350175,6.13891077041626,0.0005,True,0.85,True,
M4,4,1,0.0003,0.0003,0.005,1.9754487432446803e-05,1.0308310856764227,0.34883092611832156,0.9949517781796263,2345,0.030455660525079597,2.4298627376556396,0.0005,True,0.85,False,
M4,4,2,0.0003,0.0003,0.005,1.847929031710578e-05,1.001182047478783,0.3464858051813874,0.994964694738655,2339,0.030716634479878907,2.921905517578125,0.0005,True,0.85,False,
M4,4,3,0.0003,0.0003,0.005,1.596221037614989e-05,0.9391709576027059,0.31752275879384073,0.9950723327305606,2289,0.028876768098543764,3.420578718185425,0.0005,True,0.85,False,
M4,4,1,0.0003,0.0003,0.005,1.975290989692728e-05,1.0333938528961992,0.3482179573460118,0.9935546370446913,2994,0.05766219531290777,2.5668020248413086,0.0005,True,0.85,True,
M4,4,2,0.0003,0.0003,0.005,1.8464560681444257e-05,1.0075570907061349,0.3418764761409236,0.9914234048049599,3984,0.13168745759173234,3.4315404891967773,0.0005,True,0.85,True,
M4,4,3,0.0003,0.0003,0.005,1.596158579231469e-05,0.940791777236583,0.3169624126510284,0.9934082493756996,3062,0.07509525549350175,3.7391316890716553,0.0005,True,0.85,True,
M4,4,1,0.0003,0.0003,0.01,1.9754487432446803e-05,1.0308310856764227,0.34883092611832156,0.9949517781796263,2345,0.030455660525079597,2.341472625732422,0.0005,True,0.85,False,
M4,4,2,0.0003,0.0003,0.01,1.847929031710578e-05,1.001182047478783,0.3464858051813874,0.994964694738655,2339,0.030716634479878907,2.970639944076538,0.0005,True,0.85,False,
M4,4,3,0.0003,0.0003,0.01,1.596221037614989e-05,0.9391709576027059,0.31752275879384073,0.9950723327305606,2289,0.028876768098543764,3.410165309906006,0.0005,True,0.85,False,
M4,4,1,0.0003,0.0003,0.01,1.975290989692728e-05,1.0333938528961992,0.3482179573460118,0.9935546370446913,2994,0.05766219531290777,2.4839799404144287,0.0005,True,0.85,True,
M4,4,2,0.0003,0.0003,0.01,1.8464560681444257e-05,1.0075570907061349,0.3418764761409236,0.9914234048049599,3984,0.13168745759173234,3.337109088897705,0.0005,True,0.85,True,
M4,4,3,0.0003,0.0003,0.01,1.596158579231469e-05,0.940791777236583,0.3169624126510284,0.9934082493756996,3062,0.07509525549350175,3.5972588062286377,0.0005,True,0.85,True,
M4,4,1,0.0003,0.0003,0.0001,1.97230195195808e-05,1.040190179511704,0.34057495781265584,0.9902996641694652,4506,0.01349235346312438,5.408121585845947,0.0005,True,0.9,False,
M4,4,2,0.0003,0.0003,0.0001,1.8458292564908984e-05,1.0093047942803328,0.3384120851660711,0.9911866012227676,4094,0.014223080536562452,6.435381889343262,0.0005,True,0.9,False,
M4,4,3,0.0003,0.0003,0.0001,1.595246837188788e-05,0.9439107388282015,0.3130119039288771,0.9918690260914492,3777,0.01370113262696383,7.450196743011475,0.0005,True,0.9,False,
M4,4,1,0.0003,0.0003,0.0001,1.971975314550472e-05,1.0403048644429238,0.34128950994802704,0.9898841815207096,4699,0.034278928962889504,5.559747934341431,0.0005,True,0.9,True,
M4,4,2,0.0003,0.0003,0.0001,1.8453341381703635e-05,1.0097984424485655,0.3394168036883412,0.9899638336347197,4662,0.07683073229291716,6.68602442741394,0.0005,True,0.9,True,
M4,4,3,0.0003,0.0003,0.0001,1.594178639760724e-05,0.9441814956921066,0.3128275237409644,0.9911866012227676,4094,0.045683490787619394,7.2491135597229,0.0005,True,0.9,True,
M4,4,1,0.0003,0.0003,0.0005,1.9775418249267315e-05,1.0291152952198344,0.3502098863575345,0.9958796176698528,1914,0.01349235346312438,4.006500959396362,0.0005,True,0.9,False,
M4,4,2,0.0003,0.0003,0.0005,1.8481561855572367e-05,0.9999055001210458,0.346296586978561,0.9959764918625678,1869,0.014223080536562452,5.085894823074341,0.0005,True,0.9,False,
M4,4,3,0.0003,0.0003,0.0005,1.5973571647311787e-05,0.9381747101686337,0.31832209800272865,0.9959377421854818,1887,0.01370113262696383,6.066374778747559,0.0005,True,0.9,False,
M4,4,1,0.0003,0.0003,0.0005,1.9748880265257033e-05,1.0305465163222913,0.3495995038169046,0.9946353224834238,2492,0.034278928962889504,4.276160001754761,0.0005,True,0.9,True,
M4,4,2,0.0003,0.0003,0.0005,1.8464408861075182e-05,1.0038158735554406,0.34469758915141885,0.993167140273831,3174,0.07683073229291716,5.502539396286011,0.0005,True,0.9,True,
M4,4,3,0.0003,0.0003,0.0005,1.5958033933042694e-05,0.9394015328574615,0.31759062315135383,0.994506156893137,2552,0.045683490787619394,6.295863151550293,0.0005,True,0.9,True,
M4,4,1,0.0003,0.0003,0.001,1.977541824926911e-05,1.029115295217175,0.3502098863590795,0.9958796176698528,1914,0.01349235346312438,4.037858963012695,0.0005,True,0.9,False,
M4,4,2,0.0003,0.0003,0.001,1.8481561855569328e-05,0.9999055001180422,0.3462965869795694,0.9959764918625678,1869,0.014223080536562452,4.675956726074219,0.0005,True,0.9,False,
M4,4,3,0.0003,0.0003,0.001,1.5973571647304496e-05,0.9381747101673438,0.31832209800422245,0.9959377421854818,1887,0.01370113262696383,5.765227317810059,0.0005,True,0.9,False,
M4,4,1,0.0003,0.0003,0.001,1.9748880265214732e-05,1.0305465163190328,0.3495995038218591,0.9946353224834238,2492,0.034278928962889504,4.043602705001831,0.0005,True,0.9,True,
M4,4,2,0.0003,0.0003,0.001,1.8464408861059604e-05,1.0038158735469278,0.3446975891584547,0.993167140273831,3174,0.07683073229291716,5.32318902015686,0.0005,True,0.9,True,
M4,4,3,0.0003,0.0003,0.001,1.5958033933074255e-05,0.9394015328528416,0.3175906231563028,0.994506156893137,2552,0.045683490787619394,6.011394500732422,0.0005,True,0.9,True,
M4,4,1,0.0003,0.0003,0.005,1.97754182492689e-05,1.0291152952207274,0.3502098863583691,0.9958796176698528,1914,0.01349235346312438,2.2865149974823,0.0005,True,0.9,False,
M4,4,2,0.0003,0.0003,0.005,1.8481561855566444e-05,0.9999055001160233,0.34629658698148275,0.9959764918625678,1869,0.014223080536562452,2.9683713912963867,0.0005,True,0.9,False,
M4,4,3,0.0003,0.0003,0.005,1.59735716473113e-05,0.9381747101659873,0.3183220980058437,0.9959377421854818,1887,0.01370113262696383,3.5371360778808594,0.0005,True,0.9,False,
M4,4,1,0.0003,0.0003,0.005,1.974888026521674e-05,1.0305465163181289,0.3495995038227792,0.9946353224834238,2492,0.034278928962889504,2.3819656372070312,0.0005,True,0.9,True,
